UniProt1	UniProt2	symbol1	symbol2	evidence type	heart
P00441	P04179	SOD1	SOD2	exp;pred	1
O60739	P04179	EIF1B	SOD2	exp	1
P04075	P04179	ALDOA	SOD2	exp	1
O14965	P04179	AURKA	SOD2	exp	1
P01036	P04179	CST4	SOD2	exp	1
O15400	P04179	STX7	SOD2	exp	1
O43493	P05556	TGOLN2	ITGB1	exp;pred	1
O00716	P05556	E2F3	ITGB1	exp	1
P05106	P05556	ITGB3	ITGB1	exp;pred	1
O00214	P05556	LGALS8	ITGB1	exp;pred	1
O14817	P05556	TSPAN4	ITGB1	exp;pred	1
O95819	P05556	MAP4K4	ITGB1	exp;pred	1
O15123	P05556	ANGPT2	ITGB1	exp	1
P02751	P05556	FN1	ITGB1	exp;pred	1
P05413	P05556	FABP3	ITGB1	exp	1
P04626	P05556	ERBB2	ITGB1	exp;pred	1
O43707	P05556	ACTN4	ITGB1	exp	1
A1L157	P05556	TSPAN11	ITGB1	exp	1
O75369	P05556	FLNB	ITGB1	exp;pred	1
O43504	P05556	LAMTOR5	ITGB1	exp	1
O00182	P05556	LGALS9	ITGB1	exp	1
P02452	P05556	COL1A1	ITGB1	exp;pred	1
O60331	P05556	PIP5K1C	ITGB1	exp	1
O14713	P05556	ITGB1BP1	ITGB1	exp;pred	1
O75578	P05556	ITGA10	ITGB1	exp;pred	1
O95166	P06280	GABARAP	GLA	exp	1
P00519	P07203	ABL1	GPX1	exp;pred	1
O75947	P07550	ATP5H	ADRB2	exp	1
O15269	P07550	SPTLC1	ADRB2	exp	1
O75964	P07550	ATP5L	ADRB2	exp	1
O75306	P07550	NDUFS2	ADRB2	exp	1
O43665	P07550	RGS10	ADRB2	exp	1
P02686	P07550	MBP	ADRB2	exp	1
P04075	P07550	ALDOA	ADRB2	exp	1
P04899	P07550	GNAI2	ADRB2	exp	1
O14964	P07550	HGS	ADRB2	exp	1
P05386	P07550	RPLP1	ADRB2	exp	1
O00124	P07550	UBXN8	ADRB2	exp	1
O75030	P07550	MITF	ADRB2	exp	1
P04406	P07550	GAPDH	ADRB2	exp	1
O00116	P07550	AGPS	ADRB2	exp	1
P06213	P07550	INSR	ADRB2	exp	1
A1L0T0	P07550	ILVBL	ADRB2	exp	1
P04844	P07550	RPN2	ADRB2	exp	1
O43837	P07550	IDH3B	ADRB2	exp	1
P01584	P07550	IL1B	ADRB2	exp	1
P07199	P07550	CENPB	ADRB2	exp	1
O14967	P07550	CLGN	ADRB2	exp	1
P04264	P07550	KRT1	ADRB2	exp	1
O95573	P07550	ACSL3	ADRB2	exp	1
P04843	P07550	RPN1	ADRB2	exp	1
O95831	P07550	AIFM1	ADRB2	exp	1
P02786	P07550	TFRC	ADRB2	exp	1
O60266	P07550	ADCY3	ADRB2	exp	1
P04181	P07550	OAT	ADRB2	exp	1
P05141	P07550	SLC25A5	ADRB2	exp	1
O75694	P07550	NUP155	ADRB2	exp	1
O75122	P07550	CLASP2	ADRB2	exp	1
O75489	P07550	NDUFS3	ADRB2	exp	1
P01730	P07550	CD4	ADRB2	exp	1
P07437	P07550	TUBB	ADRB2	exp	1
O75069	P07550	TMCC2	ADRB2	exp	1
O94905	P07550	ERLIN2	ADRB2	exp	1
O94826	P07550	TOMM70	ADRB2	exp	1
O15539	P07550	RGS5	ADRB2	exp	1
O14745	P07550	SLC9A3R1	ADRB2	exp;pred	1
O00212	P07550	RHOD	ADRB2	exp	1
P04156	P07550	PRNP	ADRB2	exp	1
O00148	P07550	DDX39A	ADRB2	exp	1
O75437	P07550	ZNF254	ADRB2	exp	1
P06576	P07550	ATP5B	ADRB2	exp	1
O75396	P07550	SEC22B	ADRB2	exp	1
O00264	P07550	PGRMC1	ADRB2	exp	1
P04632	P07550	CAPNS1	ADRB2	exp	1
O00483	P07550	NDUFA4	ADRB2	exp	1
O95837	P07550	GNA14	ADRB2	exp	1
P05023	P07550	ATP1A1	ADRB2	exp	1
O75925	P08235	PIAS1	NR3C2	exp	1
P07900	P08235	HSP90AA1	NR3C2	exp;pred	1
O15164	P08235	TRIM24	NR3C2	exp;pred	1
P04150	P08235	NR3C1	NR3C2	exp;pred	1
O00170	P08235	AIP	NR3C2	exp	1
O14908	P08588	GIPC1	ADRB1	exp;pred	1
P02794	P08590	FTH1	MYL3	exp	1
P08047	P08590	SP1	MYL3	exp	1
P07951	P09493	TPM2	TPM1	exp;pred	1
O60271	P09493	SPAG9	TPM1	exp	1
A7E2Y1	P09493	MYH7B	TPM1	exp	1
O96000	P09493	NDUFB10	TPM1	exp	1
P06753	P09493	TPM3	TPM1	exp;pred	1
P05412	P09493	JUN	TPM1	exp;pred	1
O95295	P09493	SNAPIN	TPM1	exp	1
O75533	P09493	SF3B1	TPM1	exp	1
P04637	P09493	TP53	TPM1	exp	1
P08047	P09493	SP1	TPM1	exp	1
O60502	P09493	MGEA5	TPM1	exp	1
O43865	P09493	AHCYL1	TPM1	exp	1
O00429	P09493	DNM1L	TPM1	exp	1
O14879	P09493	IFIT3	TPM1	exp	1
P02749	P09493	APOH	TPM1	exp	1
O60260	P09493	PRKN	TPM1	exp;pred	1
O43707	P09493	ACTN4	TPM1	exp;pred	1
A0MZ66	P09493	SHTN1	TPM1	exp	1
O75116	P10916	ROCK2	MYL2	exp;pred	1
P05787	P11532	KRT8	DMD	exp;ortho	1
O14980	P11532	XPO1	DMD	exp	1
P05067	P11532	APP	DMD	exp	1
O95477	P11532	ABCA1	DMD	exp;pred	1
O95905	P12883	ECD	MYH7	exp	1
P08912	P12883	CHRM5	MYH7	exp	1
P07951	P12883	TPM2	MYH7	exp;pred	1
O75386	P12883	TULP3	MYH7	exp	1
O95295	P12883	SNAPIN	MYH7	exp	1
O75340	P12883	PDCD6	MYH7	exp	1
A2RTX5	P12883	TARSL2	MYH7	exp	1
O43567	P13473	RNF13	LAMP2	exp	1
P09936	P13473	UCHL1	LAMP2	exp;ortho	1
O43913	P13473	ORC5	LAMP2	exp	1
O75934	P13473	BCAS2	LAMP2	exp	1
P01375	P13473	TNF	LAMP2	exp	1
P00441	P13473	SOD1	LAMP2	exp	1
P09661	P13473	SNRPA1	LAMP2	exp	1
P07437	P13473	TUBB	LAMP2	exp	1
O43301	P13473	HSPA12A	LAMP2	exp	1
O95900	P13473	TRUB2	LAMP2	exp	1
P07814	P13473	EPRS	LAMP2	exp	1
P10619	P13473	CTSA	LAMP2	exp	1
P06748	P13473	NPM1	LAMP2	exp	1
P12004	P13473	PCNA	LAMP2	exp	1
P07948	P13473	LYN	LAMP2	exp	1
O14579	P13533	COPE	MYH6	exp	1
P07951	P13533	TPM2	MYH6	exp	1
A6H8Y1	P13533	BDP1	MYH6	exp	1
P11172	P13533	UMPS	MYH6	exp	1
P05114	P13533	HMGN1	MYH6	exp	1
O95696	P13533	BRD1	MYH6	exp	1
O60318	P13533	MCM3AP	MYH6	exp	1
P02686	P13533	MBP	MYH6	exp	1
O00221	P14923	NFKBIE	JUP	exp	1
O75534	P14923	CSDE1	JUP	exp	1
P06241	P14923	FYN	JUP	exp	1
P09622	P14923	DLD	JUP	exp	1
O00182	P14923	LGALS9	JUP	exp;pred	1
O94782	P14923	USP1	JUP	exp	1
P10586	P14923	PTPRF	JUP	exp;pred	1
P04040	P14923	CAT	JUP	exp	1
P13994	P14923	CCDC130	JUP	exp	1
O95405	P14923	ZFYVE9	JUP	exp	1
O75147	P14923	OBSL1	JUP	exp	1
O75530	P14923	EED	JUP	exp	1
P08034	P14923	GJB1	JUP	exp	1
P13010	P14923	XRCC5	JUP	exp	1
P12956	P14923	XRCC6	JUP	exp	1
P09651	P14923	HNRNPA1	JUP	exp	1
P03372	P14923	ESR1	JUP	exp	1
P12931	P14923	SRC	JUP	exp;pred	1
P04626	P14923	ERBB2	JUP	exp;pred	1
P06493	P14923	CDK1	JUP	exp	1
O00469	P14923	PLOD2	JUP	exp	1
O75787	P14923	ATP6AP2	JUP	exp	1
O43776	P14923	NARS	JUP	exp	1
O95166	P15924	GABARAP	DSP	exp	1
O75147	P15924	OBSL1	DSP	exp	1
P08559	P15924	PDHA1	DSP	exp	1
O60232	P15924	SSSCA1	DSP	exp	1
P13929	P15924	ENO3	DSP	exp	1
O14879	P15924	IFIT3	DSP	exp	1
O43586	P15924	PSTPIP1	DSP	exp	1
P05787	P15924	KRT8	DSP	exp;pred	1
P01106	P15924	MYC	DSP	exp	1
P09622	P15924	DLD	DSP	exp	1
P07476	P15924	IVL	DSP	exp;pred	1
O75665	P15924	OFD1	DSP	exp	1
P04264	P15924	KRT1	DSP	exp;pred	1
O75530	P15924	EED	DSP	exp;ortho	1
P05783	P15924	KRT18	DSP	exp;pred	1
P07332	P15924	FES	DSP	exp	1
O15027	P15924	SEC16A	DSP	exp	1
P06493	P15924	CDK1	DSP	exp	1
P09651	P15924	HNRNPA1	DSP	exp	1
P01040	P15924	CSTA	DSP	exp	1
P15121	P15924	AKR1B1	DSP	exp	1
P08670	P15924	VIM	DSP	exp;pred	1
P05067	P16671	APP	CD36	exp	1
P12931	P16671	SRC	CD36	exp;pred	1
O00206	P16671	TLR4	CD36	exp	1
P07947	P16671	YES1	CD36	exp	1
P06241	P16671	FYN	CD36	exp;pred	1
P08571	P16671	CD14	CD36	exp	1
P08123	P16671	COL1A2	CD36	exp	1
P07996	P16671	THBS1	CD36	exp;pred	1
P01130	P16671	LDLR	CD36	exp;pred	1
P08514	P16671	ITGA2B	CD36	exp	1
P07948	P16671	LYN	CD36	exp	1
P05106	P16671	ITGB3	CD36	exp;pred	1
P02452	P16671	COL1A1	CD36	exp	1
P16066	P16860	NPR1	NPPB	exp;pred	1
O00422	P17661	SAP18	DES	exp	1
P08670	P17661	VIM	DES	exp;pred	1
P04792	P17661	HSPB1	DES	exp	1
P07384	P17661	CAPN1	DES	exp	1
P01100	P17661	FOS	DES	exp	1
O95758	P17661	PTBP3	DES	exp	1
P08621	P17661	SNRNP70	DES	exp	1
O15061	P17661	SYNM	DES	exp;pred	1
P06733	P17661	ENO1	DES	exp	1
P08047	P17661	SP1	DES	exp	1
P05412	P17661	JUN	DES	exp	1
O95295	P17661	SNAPIN	DES	exp	1
P0CG47	P17661	UBB	DES	exp	1
P15336	P17661	ATF2	DES	exp	1
P08559	P17661	PDHA1	DES	exp	1
O75923	P17661	DYSF	DES	exp	1
P00441	P17661	SOD1	DES	exp	1
P08151	P17661	GLI1	DES	exp	1
P08243	P18206	ASNS	VCL	exp	1
P06730	P18206	EIF4E	VCL	exp;pred	1
O95104	P18206	SCAF4	VCL	exp	1
P08754	P18206	GNAI3	VCL	exp	1
O95486	P18206	SEC24A	VCL	exp	1
O15027	P18206	SEC16A	VCL	exp	1
O00159	P18206	MYO1C	VCL	exp	1
P07355	P18206	ANXA2	VCL	exp	1
O15067	P18206	PFAS	VCL	exp	1
P08865	P18206	RPSA	VCL	exp	1
P15822	P18206	HIVEP1	VCL	exp	1
P11940	P18206	PABPC1	VCL	exp	1
P16871	P18206	IL7R	VCL	exp	1
O14979	P18206	HNRNPDL	VCL	exp	1
O15375	P18206	SLC16A5	VCL	exp	1
P17252	P18206	PRKCA	VCL	exp;pred	1
P14174	P18206	MIF	VCL	exp	1
O00571	P18206	DDX3X	VCL	exp;pred	1
P09382	P18206	LGALS1	VCL	exp	1
P06396	P18206	GSN	VCL	exp;pred	1
O95425	P18206	SVIL	VCL	exp;ortho	1
O43294	P18206	TGFB1I1	VCL	exp;pred	1
O14980	P18206	XPO1	VCL	exp	1
P08559	P18206	PDHA1	VCL	exp	1
P02751	P18206	FN1	VCL	exp;pred	1
P04406	P18206	GAPDH	VCL	exp	1
O43809	P18206	NUDT21	VCL	exp	1
O95292	P18206	VAPB	VCL	exp	1
P11021	P18206	HSPA5	VCL	exp	1
O60763	P18206	USO1	VCL	exp	1
O60678	P18206	PRMT3	VCL	exp	1
P02786	P18206	TFRC	VCL	exp	1
P11413	P18206	G6PD	VCL	exp	1
O43396	P18206	TXNL1	VCL	exp	1
O75325	P18206	LRRN2	VCL	exp	1
P05141	P18206	SLC25A5	VCL	exp	1
O15144	P18206	ARPC2	VCL	exp	1
O14669	P18206	PRRG2	VCL	exp	1
P04066	P18206	FUCA1	VCL	exp	1
P12931	P18206	SRC	VCL	exp	1
P00338	P18206	LDHA	VCL	exp	1
O95429	P18206	BAG4	VCL	exp	1
O75970	P18206	MPDZ	VCL	exp	1
O75400	P18206	PRPF40A	VCL	exp	1
O14562	P18206	UBFD1	VCL	exp	1
P13667	P18206	PDIA4	VCL	exp	1
O94875	P18206	SORBS2	VCL	exp;ortho	1
O60260	P18206	PRKN	VCL	exp	1
P17812	P18206	CTPS1	VCL	exp	1
O60506	P18206	SYNCRIP	VCL	exp	1
P07737	P18206	PFN1	VCL	exp	1
P06576	P18206	ATP5B	VCL	exp	1
P14678	P18206	SNRPB	VCL	exp	1
P16581	P18206	SELE	VCL	exp	1
P12814	P18206	ACTN1	VCL	exp;pred	1
O60711	P18206	LPXN	VCL	exp	1
O96013	P18206	PAK4	VCL	exp	1
P09012	P18206	SNRPA	VCL	exp	1
O00303	P18206	EIF3F	VCL	exp	1
P05014	P19429	IFNA4	TNNI3	exp	1
P17252	P19429	PRKCA	TNNI3	exp;pred	1
P13805	P19429	TNNT1	TNNI3	exp;pred	1
P15311	P25445	EZR	FAS	exp;ortho;pred	1
P06241	P25445	FYN	FAS	exp;pred	1
P09382	P25445	LGALS1	FAS	exp	1
P24522	P25445	GADD45A	FAS	exp	1
P12931	P25445	SRC	FAS	exp;pred	1
O95396	P25445	MOCS3	FAS	exp	1
P19174	P25445	PLCG1	FAS	exp	1
P17252	P25445	PRKCA	FAS	exp;pred	1
O95243	P25445	MBD4	FAS	exp	1
O94955	P25445	RHOBTB3	FAS	exp	1
O15519	P25445	CFLAR	FAS	exp;pred	1
P06239	P25445	LCK	FAS	exp;pred	1
O00522	P25445	KRIT1	FAS	exp	1
P08581	P25445	MET	FAS	exp;pred	1
O14763	P25445	TNFRSF10B	FAS	exp;pred	1
O14727	P25445	APAF1	FAS	exp	1
P01375	P25445	TNF	FAS	exp;pred	1
P04350	P25445	TUBB4A	FAS	exp;pred	1
O00258	P25445	WRB	FAS	exp	1
P19438	P25445	TNFRSF1A	FAS	exp;pred	1
O60701	P25445	UGDH	FAS	exp	1
P07947	P25445	YES1	FAS	exp;pred	1
O75340	P25445	PDCD6	FAS	exp;pred	1
P10276	P25445	RARA	FAS	exp	1
P17931	P25445	LGALS3	FAS	exp	1
O43933	P25445	PEX1	FAS	exp	1
O75888	P25445	TNFSF13	FAS	exp	1
P07910	P25445	HNRNPC	FAS	exp	1
P06400	P25445	RB1	FAS	exp	1
P17612	P26678	PRKACA	PLN	exp;pred	1
O14983	P26678	ATP2A1	PLN	exp;pred	1
O43889	P26678	CREB3	PLN	exp	1
P23297	P26678	S100A1	PLN	exp	1
P16615	P26678	ATP2A2	PLN	exp;ortho;pred	1
O00631	P26678	SLN	PLN	exp;pred	1
P14927	P31040	UQCRB	SDHA	exp;pred	1
P08574	P31040	CYC1	SDHA	exp;pred	1
O14949	P31040	UQCRQ	SDHA	exp	1
P05026	P31040	ATP1B1	SDHA	exp	1
P27824	P31040	CANX	SDHA	exp	1
O75396	P31040	SEC22B	SDHA	exp	1
P30050	P31040	RPL12	SDHA	exp	1
P05023	P31040	ATP1A1	SDHA	exp	1
O94826	P31040	TOMM70	SDHA	exp	1
P14868	P31040	DARS	SDHA	exp	1
P14625	P31040	HSP90B1	SDHA	exp	1
O75380	P31040	NDUFS6	SDHA	exp	1
P05412	P31040	JUN	SDHA	exp	1
O75131	P31040	CPNE3	SDHA	exp	1
P19320	P31040	VCAM1	SDHA	exp	1
O75489	P31040	NDUFS3	SDHA	exp	1
P12277	P31040	CKB	SDHA	exp	1
P13639	P31040	EEF2	SDHA	exp	1
P18669	P31040	PGAM1	SDHA	exp	1
O43678	P31040	NDUFA2	SDHA	exp	1
P06493	P31040	CDK1	SDHA	exp	1
P30153	P31040	PPP2R1A	SDHA	exp	1
P26045	P31040	PTPN3	SDHA	exp	1
P30048	P31040	PRDX3	SDHA	exp	1
P22695	P31040	UQCRC2	SDHA	exp;pred	1
P04844	P31040	RPN2	SDHA	exp	1
P08243	P31040	ASNS	SDHA	exp	1
P08758	P31040	ANXA5	SDHA	exp	1
P21912	P31040	SDHB	SDHA	exp;pred	1
P02751	P31040	FN1	SDHA	exp	1
P05141	P31040	SLC25A5	SDHA	exp	1
P0CG48	P31040	UBC	SDHA	exp	1
P29401	P31040	TKT	SDHA	exp	1
P05198	P31040	EIF2S1	SDHA	exp	1
O75531	P31040	BANF1	SDHA	exp	1
P24752	P31040	ACAT1	SDHA	exp	1
P12956	P31040	XRCC6	SDHA	exp	1
O15347	P31040	HMGB3	SDHA	exp	1
P27348	P31040	YWHAQ	SDHA	exp	1
P09622	P31040	DLD	SDHA	exp	1
O75306	P31040	NDUFS2	SDHA	exp	1
O75915	P31040	ARL6IP5	SDHA	exp	1
O75947	P31040	ATP5H	SDHA	exp	1
P24539	P31040	ATP5F1	SDHA	exp	1
O75390	P31040	CS	SDHA	exp	1
P09651	P31040	HNRNPA1	SDHA	exp	1
P07195	P31040	LDHB	SDHA	exp	1
P25205	P31040	MCM3	SDHA	exp	1
P23284	P31040	PPIB	SDHA	exp	1
O95166	P31040	GABARAP	SDHA	exp	1
P04792	P31040	HSPB1	SDHA	exp	1
P00338	P31040	LDHA	SDHA	exp	1
P00387	P31040	CYB5R3	SDHA	exp	1
P19404	P31040	NDUFV2	SDHA	exp	1
P01106	P31040	MYC	SDHA	exp	1
P08559	P31040	PDHA1	SDHA	exp	1
P04843	P31040	RPN1	SDHA	exp	1
P07814	P31040	EPRS	SDHA	exp	1
P12270	P31040	TPR	SDHA	exp	1
P30101	P31040	PDIA3	SDHA	exp	1
P27695	P31040	APEX1	SDHA	exp	1
O15265	P35609	ATXN7	ACTN2	exp	1
O43707	P35609	ACTN4	ACTN2	exp;pred	1
P05496	P35609	ATP5G1	ACTN2	exp	1
P00540	P35609	MOS	ACTN2	exp	1
O75923	P35609	DYSF	ACTN2	exp;ortho	1
P29373	P35609	CRABP2	ACTN2	exp	1
P04792	P35609	HSPB1	ACTN2	exp	1
P26842	P35609	CD27	ACTN2	exp	1
O95295	P35609	SNAPIN	ACTN2	exp;ortho	1
O60244	P35609	MED14	ACTN2	exp	1
O43184	P35609	ADAM12	ACTN2	exp;pred	1
P23771	P35609	GATA3	ACTN2	exp	1
P07951	P35609	TPM2	ACTN2	exp;pred	1
O00151	P35609	PDLIM1	ACTN2	exp;pred	1
P27348	P35609	YWHAQ	ACTN2	exp	1
P06753	P35609	TPM3	ACTN2	exp;pred	1
O60232	P35609	SSSCA1	ACTN2	exp	1
P22460	P35609	KCNA5	ACTN2	exp;pred	1
P16581	P35609	SELE	ACTN2	exp	1
P30711	P35609	GSTT1	ACTN2	exp	1
P29474	P35609	NOS3	ACTN2	exp;pred	1
O75386	P35609	TULP3	ACTN2	exp	1
P25788	P35609	PSMA3	ACTN2	exp	1
P28074	P35609	PSMB5	ACTN2	exp	1
P03950	P35609	ANG	ACTN2	exp	1
P23497	P35609	SP100	ACTN2	exp	1
P07384	P35609	CAPN1	ACTN2	exp	1
O75376	P35609	NCOR1	ACTN2	exp	1
P12814	P35609	ACTN1	ACTN2	exp;pred	1
O60341	P45379	KDM1A	TNNT2	exp	1
P05067	P45379	APP	TNNT2	exp	1
P17252	P45379	PRKCA	TNNT2	exp;pred	1
P15884	P48023	TCF4	FASLG	exp	1
O75044	P48023	SRGAP2	FASLG	exp	1
O75340	P48023	PDCD6	FASLG	exp;pred	1
P19838	P48023	NFKB1	FASLG	exp	1
P02751	P48023	FN1	FASLG	exp;pred	1
P42336	P48023	PIK3CA	FASLG	exp;pred	1
O15519	P48023	CFLAR	FASLG	exp;ortho;pred	1
P04150	P48023	NR3C1	FASLG	exp	1
P19438	P48023	TNFRSF1A	FASLG	exp;pred	1
P06241	P48023	FYN	FASLG	exp;pred	1
O76031	P48023	CLPX	FASLG	exp	1
P27986	P48023	PIK3R1	FASLG	exp;pred	1
O43586	P48023	PSTPIP1	FASLG	exp;ortho;pred	1
P08631	P48023	HCK	FASLG	exp	1
P06239	P48023	LCK	FASLG	exp;pred	1
P26038	P48023	MSN	FASLG	exp;pred	1
O43524	P48023	FOXO3	FASLG	exp	1
O43521	P48023	BCL2L11	FASLG	exp	1
P07948	P48023	LYN	FASLG	exp;pred	1
P46108	P48023	CRK	FASLG	exp;pred	1
P07947	P48023	YES1	FASLG	exp;pred	1
O75400	P48023	PRPF40A	FASLG	exp	1
O14763	P48023	TNFRSF10B	FASLG	exp;pred	1
O75563	P48023	SKAP2	FASLG	exp	1
O43295	P48023	SRGAP3	FASLG	exp	1
O60504	P48023	SORBS3	FASLG	exp	1
O00213	P48023	APBB1	FASLG	exp	1
P45983	P48023	MAPK8	FASLG	exp	1
P35222	P48023	CTNNB1	FASLG	exp	1
A1X283	P48023	SH3PXD2B	FASLG	exp	1
P16333	P48023	NCK1	FASLG	exp;pred	1
P09769	P48023	FGR	FASLG	exp;pred	1
O43639	P48023	NCK2	FASLG	exp;pred	1
P09237	P48023	MMP7	FASLG	exp;pred	1
P15311	P48023	EZR	FASLG	exp;pred	1
P12931	P48023	SRC	FASLG	exp;pred	1
P35610	P48735	SOAT1	IDH2	exp	1
P08579	P48735	SNRPB2	IDH2	exp	1
P24941	P48735	CDK2	IDH2	exp	1
P11413	P48735	G6PD	IDH2	exp	1
O43837	P48735	IDH3B	IDH2	exp;pred	1
O60841	P48735	EIF5B	IDH2	exp	1
O43670	P48735	ZNF207	IDH2	exp	1
P30101	P48735	PDIA3	IDH2	exp	1
P04201	P48735	MAS1	IDH2	exp	1
P06744	P48735	GPI	IDH2	exp	1
P08758	P48735	ANXA5	IDH2	exp	1
P05412	P48735	JUN	IDH2	exp	1
P06737	P48735	PYGL	IDH2	exp	1
O75874	P48735	IDH1	IDH2	exp;pred	1
O94808	P49327	GFPT2	FASN	exp	1
P46937	P49327	YAP1	FASN	exp	1
O43617	P49327	TRAPPC3	FASN	exp	1
O95793	P49327	STAU1	FASN	exp	1
P08243	P49327	ASNS	FASN	exp	1
P11021	P49327	HSPA5	FASN	exp;pred	1
O00750	P49327	PIK3C2B	FASN	exp	1
P13010	P49327	XRCC5	FASN	exp;ortho	1
O60216	P49327	RAD21	FASN	exp	1
P29353	P49327	SHC1	FASN	exp	1
P07900	P49327	HSP90AA1	FASN	exp;pred	1
O75815	P49327	BCAR3	FASN	exp	1
O75147	P49327	OBSL1	FASN	exp	1
P08238	P49327	HSP90AB1	FASN	exp;pred	1
P19320	P49327	VCAM1	FASN	exp	1
A0MZ66	P49327	SHTN1	FASN	exp	1
P02751	P49327	FN1	FASN	exp	1
P25054	P49327	APC	FASN	exp	1
P33527	P49327	ABCC1	FASN	exp	1
P08559	P49327	PDHA1	FASN	exp	1
P05161	P49327	ISG15	FASN	exp	1
P06748	P49327	NPM1	FASN	exp	1
P24941	P49327	CDK2	FASN	exp	1
O95166	P49327	GABARAP	FASN	exp	1
P16333	P49327	NCK1	FASN	exp	1
O95433	P49327	AHSA1	FASN	exp	1
O75530	P49327	EED	FASN	exp;ortho	1
P32121	P49327	ARRB2	FASN	exp	1
P38919	P49327	EIF4A3	FASN	exp	1
P03372	P49327	ESR1	FASN	exp	1
P35637	P49327	FUS	FASN	exp	1
P15735	P49327	PHKG2	FASN	exp	1
P31749	P49327	AKT1	FASN	exp	1
P09622	P49327	DLD	FASN	exp	1
P27361	P49327	MAPK3	FASN	exp	1
O75376	P49327	NCOR1	FASN	exp	1
P06241	P49327	FYN	FASN	exp	1
P06753	P49327	TPM3	FASN	exp	1
P40337	P49327	VHL	FASN	exp	1
P27348	P49327	YWHAQ	FASN	exp;pred	1
P05412	P49327	JUN	FASN	exp	1
P36957	P49327	DLST	FASN	exp	1
O15264	P49327	MAPK13	FASN	exp	1
P20839	P49327	IMPDH1	FASN	exp	1
P09874	P49327	PARP1	FASN	exp;pred	1
O94885	P49327	SASH1	FASN	exp	1
O75604	P49327	USP2	FASN	exp	1
P40227	P49327	CCT6A	FASN	exp;pred	1
O00429	P49327	DNM1L	FASN	exp	1
P27708	P49327	CAD	FASN	exp;pred	1
P17612	P49768	PRKACA	PSEN1	exp;pred	1
P31150	P49768	GDI1	PSEN1	exp	1
P32119	P49768	PRDX2	PSEN1	exp	1
A4D1B5	P49768	GSAP	PSEN1	exp;ortho	1
P29474	P49768	NOS3	PSEN1	exp	1
P49755	P49768	TMED10	PSEN1	exp;pred	1
O75369	P49768	FLNB	PSEN1	exp;pred	1
P42574	P49768	CASP3	PSEN1	exp;pred	1
P28066	P49768	PSMA5	PSEN1	exp	1
O94985	P49768	CLSTN1	PSEN1	exp	1
P10415	P49768	BCL2	PSEN1	exp;pred	1
P15884	P49768	TCF4	PSEN1	exp	1
P23528	P49768	CFL1	PSEN1	exp	1
P35221	P49768	CTNNA1	PSEN1	exp;pred	1
P27986	P49768	PIK3R1	PSEN1	exp;ortho	1
P09429	P49768	HMGB1	PSEN1	exp	1
P36897	P49768	TGFBR1	PSEN1	exp	1
P15036	P49768	ETS2	PSEN1	exp;pred	1
P35408	P49768	PTGER4	PSEN1	exp	1
O43768	P49768	ENSA	PSEN1	exp	1
P29466	P49768	CASP1	PSEN1	exp;pred	1
P04406	P49768	GAPDH	PSEN1	exp	1
P21333	P49768	FLNA	PSEN1	exp;pred	1
P20618	P49768	PSMB1	PSEN1	exp	1
O75460	P49768	ERN1	PSEN1	exp;pred	1
O00548	P49768	DLL1	PSEN1	exp;ortho;pred	1
P46531	P49768	NOTCH1	PSEN1	exp;ortho;pred	1
P19022	P49768	CDH2	PSEN1	exp;ortho;pred	1
P10636	P49768	MAPT	PSEN1	exp;pred	1
O95551	P49768	TDP2	PSEN1	exp	1
P0CG48	P49768	UBC	PSEN1	exp	1
O43464	P49768	HTRA2	PSEN1	exp	1
P11172	P49768	UMPS	PSEN1	exp	1
P35222	P49768	CTNNB1	PSEN1	exp;ortho;pred	1
P02649	P49768	APOE	PSEN1	exp	1
P05067	P49768	APP	PSEN1	exp;ortho;pred	1
P19419	P49768	ELK1	PSEN1	exp	1
P49662	P49768	CASP4	PSEN1	exp	1
P33260	P49768	CYP2C18	PSEN1	exp	1
P12814	P49768	ACTN1	PSEN1	exp	1
O94905	P49768	ERLIN2	PSEN1	exp;ortho	1
P13804	P49768	ETFA	PSEN1	exp	1
P16066	P49768	NPR1	PSEN1	exp	1
P20336	P49768	RAB3A	PSEN1	exp	1
P46531	P49810	NOTCH1	PSEN2	exp;ortho;pred	1
P30626	P49810	SRI	PSEN2	exp;ortho;pred	1
P29474	P49810	NOS3	PSEN2	exp	1
P05067	P49810	APP	PSEN2	exp;pred	1
P21333	P49810	FLNA	PSEN2	exp;pred	1
P42574	P49810	CASP3	PSEN2	exp;pred	1
P07384	P49810	CAPN1	PSEN2	exp	1
O75369	P49810	FLNB	PSEN2	exp;pred	1
O14879	P49810	IFIT3	PSEN2	exp	1
P35222	P49810	CTNNB1	PSEN2	exp;pred	1
O95905	P49810	ECD	PSEN2	exp	1
P48730	P49810	CSNK1D	PSEN2	exp	1
P35790	P49810	CHKA	PSEN2	exp	1
O60502	P49810	MGEA5	PSEN2	exp	1
P49759	P49810	CLK1	PSEN2	exp	1
P25685	P49810	DNAJB1	PSEN2	exp	1
P29466	P49810	CASP1	PSEN2	exp;pred	1
O96018	P49810	APBA3	PSEN2	exp;pred	1
O15519	P49810	CFLAR	PSEN2	exp;pred	1
P48729	P49810	CSNK1A1	PSEN2	exp	1
O14862	P50402	AIM2	EMD	exp	1
P35222	P50402	CTNNB1	EMD	exp;pred	1
P03372	P50402	ESR1	EMD	exp	1
